keyword,frequency
space andoffice,2
rework stair,2
bar area.4,2
work framing,2
gas supply,2
install wheelchair lift,2
church,2
dining roomarea,2
infill trench,2
exist reception area,2
unit heater,2
coat floor,2
install new carpet,2
center renovation,2
harvard science,2
review prior,2
cellulose insualtion,2
proper venting,2
security turnstile,2
vegetable sink,2
multi -,2
albany street,2
structural system,2
host area,2
dumpster,2
power,2
gas test,2
site id37971,2
concrete step,2
acm regulationsplumbing,2
water filtration,2
lighting systems,2
include replacement,2
theatersrepair egress,2
shannon hall,2
select door,2
exterior insulation,2
overall cost,2
sum,2
remove light fixtures,2
remove wall finishes,2
franics ave,2
exterior windows,2
replace bulkhead door,2
francis ave,2
exist detach garage,2
new bathroom tile,2
build half walls,2
ave application,2
ceiling cabinet,2
install damper,2
parge coat,2
damper frame,2
parlor fireplace,2
collaboration room,2
self,2
apple cinema,2
inspection,2
exist floor slab,2
vedanta space,2
gutter system,2
research instrumentation,2
kitchen casement,2
exhaust requirement,2
branch ductwork,2
exist mechanical system,2
building courtyard,2
humidification control,2
elevator modernization,2
production space,2
alterations,2
affected ceilings,2
disposal floor,2
2002 addition,2
greenhouse structure,2
water feature,2
cambridgeside galleria,2
2 old,2
replace select frame door,2
1 large,2
1 project,2
equipment pad,2
lintel replacement,2
heating plant,2
head type,2
ammenity space,2
"51,000 gsf",2
reconstruction services,2
tile service,2
exist lally column,2
deep steel,2
mxd development,2
ejector pit,2
39 jfk,2
exist bathroom renovation,2
repair sheetrock wall,2
dormer roof,2
interiror demo,2
roof deck;-,2
additional charge,2
gong cha,2
- structural,2
rework electric,2
exist cover porch,2
ada unit,2
protection sprinkler,2
new mahogany railing,2
right permit,2
hvac supply,2
abbot building,2
3 office,2
approved design,2
effective altruism,2
8/16 deck,2
vent piping,2
bathroom walls,2
replace rotten exterior trim,2
appropriate venting,2
unit weatherization,2
recessed lighting,2
refurbish brick,2
compliance |,2
deck perimeter,2
1st floor.1st,2
east railing,2
remove work,2
ksq therapeutics,2
exist paint color,2
kneewall slope4,2
reinstall roof slate,2
window glazing,2
mansard roof,2
drain system,2
4- family,2
contract pdf,2
den area,2
laboratory waste,2
freight elevators,2
ada regulations,2
epdm membrane;for,2
datum closet,2
finish paint.4,2
trim moulding,2
treament room,2
soffit board;install,2
provide permit,2
ma code.12,2
remove wood gutter,2
remove linear feet,2
remove carpentry,2
"16"";- install",2
epoxy flooring,2
lighting paint,2
owner.- seal,2
house;- correct,2
antenna separation,2
rooftop equipment,2
pump installation,2
replacement mau-1,2
public school,2
asbestos disposal,2
expanded area,2
aoin unit,2
finish paint.2,2
copper gutters,2
ceiling patch,2
supervisor jay,2
120 sf,2
apartment remodel,2
doors frames,2
40 ton,2
replace exterior doors windows,2
window scope,2
wall air,2
wood superstructure,2
building consiting,2
replace front story porch,2
freeze weekend,2
azek facia board,2
profile,2
spec sheet,2
replace bathrooms kitchen,2
booster pump,2
hydroaccumulation tank,2
av solution,2
62.5 cfm50,2
portion wall,2
subsequent permit,2
interior floor,2
brillo pad,2
existng proch,2
tenant relocation,2
insert replacement,2
"5 bathrooms,3",2
install steel beam,2
920 sf,2
replace doors fixtures,2
relocate entry,2
rebuilding structure,2
steel structure,2
therma fiber,2
replace tile,2
interior surface,2
banking hall,2
grade wall,2
air source,2
exist commercial space,2
child,2
partial kitchen renovation,2
year,2
4 concrete,2
granite step,2
cafeteria kitchen,2
crane operation,2
police detail,2
480v service,2
208v service,2
gut/ renovation,2
fire sprinkler system,2
install 6x24 hybrid cables,2
refurbish porch,2
2106 equipment,2
driveway gate,2
grade change,2
column demo,2
reframe column,2
cambridge demolition,2
restaurant ada,2
storefront entry,2
2nd bathroomthe,2
window 2nd,2
bathroomthe tub,2
connecting b35,2
remove rbs,2
shower aria,2
existig subfloor,2
plaster/ paint,2
interio painting,2
new desk,2
removal repalcement,2
eplacement window,2
remove interior fixtures,2
exist exterior sheathing,2
"3,000 sq",2
install pantry,2
install anchor bolt,2
install refrigerator,2
half crown,2
caledonian granite,2
food court,2
4/26/23 event,2
model unit,2
install cabinets,2
level building,2
ada compliant entry,2
install house,2
mit commencement,2
exist finish floor,2
replacement laminate,2
folding partition,2
fresh juices,2
acai bowls,2
16x41 inground,2
relo duct,2
stain seal,2
circulation equipment,2
patch lvp,2
town zoning,2
video suite,2
student,2
proximity,2
water penetration,2
crown marsh,2
cabot library,2
marsh ncd,2
cross section,2
gang box,2
separate permit application,2
install new columns,2
build new pt deck,2
drawing note,2
1 square,2
new 60 mil,2
dh window,2
kid room,2
carlisle syntec systems,2
install bathroom accessory,2
bathroom design,2
schluter system,2
office closet4,2
sheet metal duct,2
install hood,2
mechanical work,2
architectural shinglescarpentry,2
install new walk,2
block foundation,2
frost terrace,2
comprehensive bza sp,2
ada accessibility,2
install full bathroom,2
exist carpeting,2
replace certain cabling,2
replace certain equipment,2
finish wall,2
redo kitchen,2
reframe wall,2
energy code,2
2808 sq.ft,2
floor guest,2
repair wood,2
damage window,2
sprinkler building,2
mold growth,2
install ventilation,2
unit 2r,2
upper floor,2
replacement sash,2
radiator pipe,2
event space,2
current roof,2
heating capacity,2
new gable roof,2
point load,2
lighting modification,2
deck railing,2
remove tma diplexers,2
city code,2
bathtub wall tile,2
exist second floor,2
"1,150 sqft",2
woodwork,2
exist chiller,2
facade repairs,2
ceramic tiles,2
andersen window,2
doublehung vinyl,2
site id12751054,2
board wall,2
living spaces,2
occupancy permit,2
metal beam,2
install replace,2
4th room,2
install new windows doors,2
molding panel,2
install new sink vanity,2
new metal stud,2
glass surround,2
credit union,2
647 gsf,2
rehab unit,2
student lounge,2
home improvement,2
metropolitan cabinet,2
5 bathrooms,2
exist apartment,2
selective kitchen upgrade,2
new drip edge,2
vinyl exteriorwindow,2
build memorial drive,2
sterilizing equipment,2
minor fire alarm,2
remove patio doors,2
replace patio slider,2
lavatory faucet,2
plaster,2
room layout,2
remove hardwood floor,2
hobby room,2
6x12 hcs,2
oasis spa,2
manufacturer instruction,2
additional area,2
ft sf,2
new rrh,2
lamont library,2
quincy st,2
solomon gate,2
new non load,2
selective conversion,2
ada compliant compartment,2
lab testing,2
associate command center,2
ceiling construction,2
basement scope,2
remove toilet tub,2
select room,2
new marvin window,2
car charger,2
6x6 pressure,2
install gutter,2
30 lb,2
overhead door,2
system riser,2
new ada lift,2
screw jack,2
gwm assembly,2
distribution panel,2
boot replacement,2
mirror replacement,2
cph dept,2
splice,2
new sill,2
window configuration,2
tenant hvac,2
common space upgrade,2
new 3/4 bathroom,2
alteration renovation,2
new kitchen counter,2
infill addition,2
2 decks,2
300 sq,2
admin office,2
remove tubs,2
baby table,2
32 standish,2
carpentry improvement,2
replace bulkhead,2
sill plate,2
new closet door,2
closet hallway,2
door.• frame,2
waiting period,2
winter,2
prep work,2
pharmacy area,2
addition project,2
remove base;3,2
build ladder,2
appurtenant site,2
shower trim,2
bath faucet,2
build front,2
laboratory fixture,2
size deck,2
exist shed,2
320 sqft,2
whirlpool tub,2
install new faucet sink,2
"2,260 sqft",2
landscape work,2
42 inches,2
dwell unit,2
sewer hook,2
mavenue llc,2
bath anchor,2
emergency light,2
rodger street,2
insulate floor,2
gable roof,2
reconfigure roof,2
wall height,2
24 sq,2
conant building,2
. addition,2
wood restoration,2
remodel kichen,2
40kw ups,2
formica counter,2
exist hvac unit,2
4 kitchens,2
neighboring unit,2
hall closet,2
epoxy anchorsplace,2
roof cover,2
build misc,2
detail measurement,2
planexcavate floor,2
redo flooring,2
neededremove bathroom,2
temporary shoring,2
owner install,2
replace blinds,2
plaster smooth,2
stove relocation,2
chimney penatration,2
install plywood,2
exist rear door,2
cambridge crossing,2
levels p3,2
contractreplace floor,2
exist telecommunications equipment,2
exist kitchen floor,2
exist carport,2
water fountain,2
island kitchen,2
switch height,2
new steel column,2
barrierplace epoxy,2
lv control,2
remodeled bathroom,2
install new skylight,2
marriott cambridge,2
floor replacement,2
feature stair,2
event production,2
floors basement,2
stringersflat bar,2
includes installation,2
electrical receptacle,2
kid,2
day,2
bulding nw13,2
code railing,2
mechanical modernization,2
isd inspector,2
reflective ceiling,2
construction field,2
ss liner,2
3887 sf,2
cedar closet,2
temp vault,2
replace select windows,2
plan install,2
exist baseboard heat,2
ceiling track,2
bank space,2
exist boiler,2
tenant equipment,2
drywall replacement,2
remove structural walls,2
241 plan,2
multiple room,2
retail arcade,2
amy semmes,2
fluorescent light,2
phone line,2
use approx,2
thefood court,2
vct.adjust mep,2
exist demise wall,2
tobias salz,2
josephine cool,2
replace hood,2
nonstructural interior demolition,2
customer service,2
new duct,2
loosen brick,2
venting bathroom,2
grid lighting,2
screen barrier,2
damage post,2
mit sloan,2
electric fireplace,2
new stairs,2
tile floro,2
deck addition,2
construct walls,2
11- contractor,2
initial demolition,2
lawrence mass,2
install new wall,2
12 space,2
mahogany 1x4 decking,2
mahagony stair,2
roof terrace,2
5 treads,2
box space,2
iebc,2
exisitng piping,2
return grill,2
marvin infinity,2
remove interior demolition,2
electric heat pump,2
education program,2
executive education,2
door opeing,2
sloan executive,2
exist waterproofing,2
replace porch stairs,2
mep upgrades,2
stairwell landing,2
exiting window,2
porch size,2
psl beam,2
"27""x52""first floor",2
metal landing,2
"27 3/4""x52",2
install foam insulation,2
floor meeting,2
new kitchen layout,2
service platform,2
gypsum ceiling,2
renovate garage,2
suite renovation,2
heat,2
install vinyl siding,2
baker wohl,2
install new front door,2
refrigerator stove,2
install granite,2
sit area,2
landry closet,2
pedestal sink,2
renovation inside,2
4800 sq.ft,2
structure work,2
cahners theater,2
dormer repairs,2
22 windows-,2
insulate crawlspace ceiling,2
10 inch,2
andersen replacement,2
new plan,2
remove drop,2
remove bath,2
air ceiling,2
solar installation,2
system size,2
325 main,2
13 roof,2
construction set,2
reinstall misc,2
police station,2
level family,2
room finish,2
2 small,2
deck door,2
original layout,2
bathroom kitchen,2
install new shingle roof,2
development space,2
3 season,2
charles river,2
"32,500 sqft",2
smoke impairment,2
ahern field,2
fire hydrant,2
plumbing capacity,2
exit capacity,2
original building,2
root system,2
new plaster wall,2
townhouse unit,2
raise landing,2
demo space,2
ceramic wall,2
floor tiling,2
utility tunnel,2
small galley kitchen,2
basement headroom,2
window removal+infill,2
window addition,2
fenestration change,2
deck rail,2
building improvement,2
construction start,2
landlord,2
rewire apartment,2
heat detection,2
site cmp,2
theater portion,2
exterior framing,2
core infrastructure,2
vendor,2
blue wing,2
plumbing wall,2
makeup air,2
washer box/,2
220 circuit,2
interior improvements,2
15 january,2
build tenant,2
new steel,2
entry staircase,2
area renovation,2
guest house,2
appliance location,2
18 story,2
misc repairs,2
apartment upgrade,2
storfront system,2
commercial unit,2
exist kitchen space,2
system alteration,2
boh corridor,2
door swing,2
rework electrical,2
necessary.- prep,2
maasave program,2
foundation section,2
30 year,2
finish element,2
install siding,2
garage location,2
new tel,2
replace stair stringers,2
existing basement,2
dig footing,2
wood,2
winter storm,2
install new kitchen floor,2
lighting fixtures,2
2 double,2
12 replacement,2
200ampkitchen exhaust,2
intercom system,2
planinstall vapor,2
tbdinstall chrome,2
flooringinstall tile,2
asbestos sided,2
ovp box,2
insulate asbestos,2
oil tank,2
slab floor,2
replace patio window,2
oak flooring,2
fa scope,2
shower ceiling,2
exist shower enclosure,2
gut floor,2
shutoff valve,2
sliding door,2
balcony repairs,2
matching sidelight,2
exiting door,2
reinforce joist,2
powder room remodel,2
exterior roof,2
girls bathroom,2
passage way,2
install accessory,2
change vanity,2
install glass door,2
4753 sf,2
install vapor barrier,2
20 acorn,2
floor oak,2
chimney reflashing,2
ice bath,2
hm frame,2
basement improviments,2
sprinkler scope,2
safety reason,2
install .,2
concrete flooring,2
install new baseboard,2
remove counters cabinets,2
design llc,2
xp architecture,2
reset appliance,2
trash cabinet,2
laminate counterremove,2
exist dishwasher,2
circuit panel,2
steam humidifier,2
heat cable,2
839 sf,2
residential apartment,2
cool score,2
nitrogen manifold,2
hvac grille,2
install synthetic,2
dwelling,2
site id12176115,2
27 sq,2
remove boards railings,2
garage renovation,2
design process,2
harvard project,2
2x4 wall,2
crawl space ceiling,2
install demolition,2
dining closet,2
floor cover,2
kitchen gabinet,2
tenant lab renovation,2
renovate 1st,2
22 total,2
add fa device,2
nd bedroom,2
middle area,2
"closet space,-open",2
install new closet,2
fire protection head,2
exercise area,2
bonus room,2
small kitchenette,2
insulate overhang,2
detail scope,2
heating unit,2
school work,2
install basement windows,2
2x4x48 wall,2
ceiling demo,2
repair floor deck,2
habitat space,2
neighboring property,2
repair façade,2
rotten door,2
replace rotten front steps door,2
cover gap,2
build brick wall,2
complete removal,2
emergency shower,2
exist casework,2
exterior facad,2
swap screen,2
face screw,2
mahogany plug,2
cement panel,2
mahogany cap,2
paint door,2
mit medical,2
medical building,2
building e23,2
office function,2
vinyl soffit,2
shoe store,2
rehab bathroom1,2
walls ceiling,2
replacement lighting,2
network cable,2
install gfci,2
stop elevator,2
entre kitchen,2
3cc building,2
business,2
install bathroom fan,2
exist tree,2
fence height,2
fifth street;in,2
spring street,2
classroom,2
construction site,2
marriot corridor,2
181 morgan,2
1st floor renovation,2
trim repair,2
mbta headhouse,2
repair exterior siding,2
replace roofs,2
ground improvement,2
foot documentation,2
exist attic,2
small connector,2
replace structural changes,2
porch design,2
new circuit,2
owner request,2
1 triple,2
x2 bathroom,2
harvard univesrity,2
entrancebrace canopy,2
11 marvin,2
5250 square foot,2
retail area,2
food truck parking,2
mobile kitchen,2
mobile toilet,2
kitchen facelift,2
concrete pavers,2
electric room,2
outdoor retail,2
consumer service,2
service use,2
fresh pond,2
pond beer,2
