record_number,keyword,frequency
844,resurfacing machine,1
845,11th floor,10
845,lab space,108
845,accessory space,2
845,fire alarm,348
845,sprinkler system,69
845,finish upgrade,11
845,exist portion,1
845,floor office,37
845,office space,207
845,lab space,108
845,fire alarm,348
845,sprinkler system,69
845,conference space,10
846,16th floor,2
846,selective demolition,70
846,new finish,171
847,renovate unit,5
847,kitchen,106
847,bath,23
847,bedroom,42
848,structural change,561
848,air sealing,782
849,office fit,15
849,2nd floor space,4
849,office fit,15
850,exist conference room,5
850,police outpost,1
850,food pantry,1
851,lab equipment room,1
851,tissue culture room,1
851,exist ceiling,19
851,power receptacle,2
851,office area,40
851,lab area,15
851,power receptacle,2
851,lab gas,1
851,gas piping,1
852,replace windows,238
852,2 windows,42
852,structural change,561
853,air sealing,782
853,attic blow,6
854,replace windows trims,1
854,replace remove,2
854,remove old wood corners,1
854,remove table wood,1
854,remove .install,1
854,install new pvc trims,1
854,install new pvc corners,1
854,repair back door,1
854,remove windows,62
854,remove trash,8
854,54 units,1
854,windows approx,2
854,building,153
854,new pvc board,1
854,water table,5
854,window trim,21
854,old storm,1
854,right,30
854,windows approx,2
854,water table,5
854,house .install,1
854,.install new,1
854,window trim,21
854,floor unit,40
855,repair deck,14
855,emergency roof replacement,1
855,deck repair,24
855,deck repair,24
856,construct sf,1
856,project,176
856,"approximately 10,500 sf",1
856,breakout area,2
856,mep upgrade,19
856,tech classroom,1
856,breakout area,2
856,mep upgrade,19
857,install new durarock sheetrock,1
857,install new tile,21
857,install new kitchen tops cabinets,5
857,install bathroom sinks vanities,1
857,1 kitchen,9
857,2 bathrooms,47
857,remodel kitchen,91
857,new sheetrock,7
857,bathroom shower area,1
857,bathroom floor,35
857,kitchen floor,17
857,new kitchen cabinet,43
857,counter top,41
857,new bathroom vanity,2
857,bathroom floor,35
857,kitchen floor,17
857,counter top,41
858,4 inch,10
858,1611 sf,1
858,2 inch,8
858,insulate exterior wall,1
858,air seal basement,2
858,fiber glass rim,1
858,sf .,5
858,. weather,1
858,weather strip,1
858,strip exterior,3
858,exterior door,47
859,remove replace same size like windows,3
859,size windows,18
860,interior demolition,131
860,floor unit,40
860,sheetrock wall,10
861,deng laboratory,2
861,mit building,16
861,new hvac,36
861,deng laboratory,2
861,mit building,16
862,2ND floor,15
862,noir• relocation,2
862,office• new lobby,1
862,outdoor patio• construction,1
862,new door,98
862,exterior,37
862,exit discharge,2
862,elevator machine,4
862,existing storage space,1
862,interior finishes,8
862,floor lobby,9
862,lobby area,3
862,outdoor seating,2
862,seating area,4
862,café noir•,1
862,noir• relocation,2
862,car rental,1
862,exit discharge,2
862,bennett street,1
862,elevator machine,4
862,machine room,5
862,basement level,47
862,level parking,1
862,parking garage•,1
862,garage• expansion,1
863,space,40
863,basement,92
864,repair masonry,20
864,erect pipe staging,10
864,complete masonry repair,1
864,ash street,3
864,street elevation,4
865,3 bedrooms,7
865,1/2 bathrooms,5
865,new electric,22
865,single family,26
865,family house,25
865,window replacement,88
866,replace bath fixtures,2
866,build 2r 1r,1
866,3 units,12
866,new cabinetry,16
866,right hand,1
867,install new kitchen countertops cabinets,5
867,exist kitchen cabinet,32
867,new kitchen cabinet,43
867,structural work,326
868,exist basement,22
868,second floor,157
868,master bedroom,86
868,bathroom suite,2
868,master bedroom,86
868,bathroom suite,2
869,floor bathroom,156
869,bathroom renovation,251
870,480V switchboard,1
870,480v switchboard,2
870,expansion revision,1
870,exist electrical room,2
870,add el closet,1
870,480v switchboard,2
871,2 closets,4
871,1/2 bath,30
871,exist closet,11
871,1/2 bath,30
872,6 replacement,9
872,replacement window,270
872,structural work,326
872,replacement window,270
873,remove antennas,8
873,install antennas total,2
873,remove remote radio heads,2
873,8 antennas,3
873,10 new,5
873,13 antennas,1
873,6 remote,2
873,height,19
873,structure,20
873,location,79
873,equipment,5
873,communication facility,12
874,basement renovation,36
874,basement renovation,36
876,cornice,1
877,remove electrical plumbing,1
877,illegal bathroom,1
877,basement washer,2
877,2nd floor bathroom,16
877,basement washer,2
878,exist porch,38
880,1 window,47
881,remove brick masonry,2
881,beam end,2
881,walkway bridge,1
881,rebuild brick,1
881,beam end,2
882,replace rotten window header,1
882,replace exterior siding,4
882,repair balcony railing,1
882,exterior damage siding,1
883,replace top floor deck finishes,1
884,air sealing,782
885,egress stair,15
886,replace balusters handrails,1
886,replace levels,2
886,2nd floor,378
886,porch,76
886,historically similar millwork,1
886,footprint,44
886,2nd floor,378
886,portion,21
886,fascia,1
886,state,2
886,framing,22
886,advice,1
886,engineer,4
887,replace windows,238
887,10 windows,26
888,remove floors %,1
888,selective demolition,70
888,exist space,74
888,mechanical system,13
888,life safety,58
888,core shell,3
888,building,153
888,design team,2
888,ceiling,14
888,fix casework,1
888,construction permit,4
888,demo phase,2
888,design drawing,2
888,selective demolition,70
888,engineering drawing,5
888,life safety,58
888,office space,207
888,design team,2
888,tenant design,1
888,design effort,1
888,construction permit,4
888,demo phase,2
888,design drawing,2
889,replace window,60
889,1 window,47
889,structural change,561
890,6th floor,57
890,bathroom,187
890,6th floor,57
890,new sink,23
891,2nd floor space,4
891,whitehead institute,3
891,li lab,1
891,fire protection,225
892,replace kitchen counter cabinetry,1
892,replace finishes,19
892,kitchen cabinetry,14
892,kitchen cabinetry,14
893,window replacement,88
893,window replacement,88
894,replace equipment ceiling,1
894,replace lights,5
894,build custom,1
894,build service bar,1
894,replace floor tiles,1
894,exist suspend ceiling,3
894,exist light,4
894,dining room,113
894,window opening,19
894,partition wall,94
894,exist ceiling,19
894,new kitchen equipment,4
894,dining room,113
894,window opening,19
894,partition wall,94
894,shelf cabinet,1
895,remove non - structural partition wall,1
895,work,113
895,renovation,81
895,exist kitchen,125
895,submit drawing,2
895,current kitchen,4
895,dining room,113
895,large kitchen,1
895,gas range,12
895,appliance,6
895,current location,7
895,minor plumbing,5
895,electrical change,1
895,exist window,123
895,current window,1
895,similar location,2
895,new framing,24
895,exterior wall,166
895,dining room,113
895,gas range,12
895,stove microwave,1
895,kitchen layout,12
896,remove structural members,3
896,stud,25
896,ceiling plaster,5
896,exterior siding,39
896,exterior siding,39
897,5h floor,3
897,interior demolition,131
897,exist shower rooms,2
897,5h floor,3
897,mep work,26
897,interior demolition,131
897,mep work,26
898,bathroom remodel,123
898,exist drywall,2
898,new floor,29
898,bathroom remodel,123
898,new stacked,1
898,stacked washer,1
898,washer dryer,14
898,dryer unit,4
899,replace remodel,3
899,replace bathrooms,4
899,replace tiles,3
899,2 1/2,6
899,1/2 bathrooms,5
899,1/2 bathrooms,5
900,rear door,7
900,standing seam,5
900,seam copper,1
900,copper bay,1
900,bay roof,1
901,install section,1
901,remain section,1
901,yard,17
902,replace rear stairs size deck,1
902,exist rear deck,11
902,location,79
903,structural change,561
903,site id,477
903,air sealing,782
903,site id,477
904,1 replacement,53
904,replacement window,270
904,replacement entry,21
904,entry door,113
904,replacement window,270
905,2nd floor,378
905,bathroom,187
905,2nd floor,378
905,partial gut,3
905,ceramic tile,11
905,bath fixture,15
905,new plumbing fixture,22
905,new lighting,46
905,sprinkler,10
905,fire alarm work,9
905,faculty deans,2
905,deans residence,5
905,bath fixture,15
905,tile finish,3
906,verizon wireless,17
906,increase separation,1
906,replacement antenna,2
906,width,5
906,bump out,4
906,equipment installation,3
906,rooftop site,1
906,verizon wireless,17
906,panel antenna,6
906,frp screen,1
906,screen wall,1
906,replacement antenna,2
906,wall depth,1
906,bump out,4
907,structural change,561
907,air sealing,782
908,exist bathroom,147
908,second floor,157
908,new shower,19
908,tile floor,49
908,structural work,326
908,exterior change,13
909,parking system,1
909,parking garage,27
909,garage level,2
909,level g2,1
909,street entrance,1
910,replace broken acoustical ceiling tiles,1
910,remove front interior partitions,1
910,remove floor,10
910,remove interior partitions,1
910,remove arch demo soffits,1
910,repair concrete floor,3
910,remove arch soffits,1
910,plastic wall,2
910,112 mt,1
910,220v outlets,1
910,19 mm,1
910,110v electrical,1
910,2 bennett,1
910,additional convenience plug,1
910,basement kitchen,6
910,damage wall,3
910,exist interior partition,9
910,exist arch soffit,1
910,exist tile,11
910,dining area,20
910,interior perimeter,3
910,premise,5
910,new soffit,2
910,new design requirement,1
910,new wallpaper,1
910,current light fixture,1
910,new walk,7
910,sound system,1
910,cat-5 cable,2
910,hood system,2
910,ansul system,4
910,double wall duct,1
910,peking duck display,1
910,beech ovens-- eph,1
910,ul compliant,2
910,door card reader,1
910,electrical lock,1
910,second floor,157
910,new stair tread,1
910,exist stairwell,2
910,hand dryer,2
910,exist restroom,14
910,exist wall tile,2
910,exist bar,3
910,floor drain,9
910,ceiling fan,8
910,exist light fixture,8
910,new interior partition,14
910,storage closet,14
910,new kitchen area,1
910,new exhaust fan,7
910,basement kitchen,6
910,ejector pump,3
910,pump motor,1
910,grease trap,6
910,trap cover,1
910,floor drain,9
910,dining area,20
910,hand dryer,2
910,bar match,1
910,custom mill,1
910,work cabinet,1
910,mt auburn,2
910,auburn st,3
910,st .,1
910,. entryway,1
910,cat-5 cable,2
910,hood system,2
910,ansul system,4
910,site welding,1
910,hand washing,2
910,washing sink,1
910,gas line,7
910,connection point,1
910,model dck0850,1
910,ul compliant,2
910,bennett st.,2
910,st. entrance,1
910,second floor,157
910,ceiling fan,8
910,storage closet,14
910,pony wall,1
910,air vent,4
911,6 windows,33
912,mass save,368
912,save program,353
913,repair replacement,7
913,repair miscellaneous finish work,1
913,interior alteration,9
913,ground level,47
913,exist glazing,1
913,new stud wall,1
913,exist vestibule,2
913,ceiling tile,34
913,new carpeting,4
913,exist dining area,1
913,new flooring,79
913,wall tile,28
913,toilet partition,8
913,public restroom,1
913,carpet base,2
913,drywall patching,4
913,guestroom,1
913,exist ptac,1
913,architectural plan,12
913,construction detail,2
913,room x02,2
913,associate exist thermostat,1
913,structural alteration,6
913,ground level,47
913,partition wall,94
913,ceiling tile,34
913,wall tile,28
913,toilet partition,8
913,shower pan,7
913,carpet base,2
913,drywall patching,4
913,construction detail,2
913,room x02,2
914,"3,000 square foot",1
914,exist laboratory space,5
914,clinical formulation suite,1
914,fire protection,225
914,fire protection,225
915,hvac upgrade,8
915,exist steam boiler,1
915,hvac upgrade,8
915,mitsubishi vrf,1
915,vrf system,1
916,replace hardwood floor,8
916,repair paint,3
916,renew bathroom,1
916,renew kitchen base,1
917,replace repair,22
917,replace rotten wood,2
918,install new stairs bedrooms windows,1
918,2 family,35
918,new mechanical,6
918,rear porch,20
918,new gas fireplace,2
918,single family,26
918,new window,165
918,family wood,1
919,exist garage,22
919,submit plan,18
920,new decking,12
920,exist balcony,1
920,low balcony,1
920,steel cable,1
920,cable rail,1
921,step,17
922,install paint,9
922,install patch,4
922,fhw heating system,2
922,minor reconfiguring,4
922,efficient apartment,3
922,sand floor,28
922,install sheetrock,10
922,sand floor,28
923,replace carpet,14
923,replace paint,5
923,conference room,107
923,premise,5
923,office area,40
923,conference room,107
924,build 3/4 bathroom,1
924,exist space,74
924,basement level,47
924,basement level,47
925,replace entry door,11
926,2 windows,42
926,new siding,45
927,replace remodel kitchen,4
927,replace window door,5
927,slide door,8
928,construct building,1
928,replace original wood framing,1
928,2 floor,2
928,1920s garage,1
928,2 hoist,1
928,project,176
928,conversion,5
928,soda,1
928,bottle business,1
928,previous owner,3
928,propose use,1
928,historic designation,1
928,intent,6
928,building envelope,8
928,floor structure,2
928,bristol street,2
928,garage door,15
928,garage space,8
928,1980,1
928,extensive water damage,1
928,current scope,2
928,new window,165
928,new roof framing,1
928,new bathroom,108
928,kitchen,106
928,requisite plumbing,1
928,new skylight,18
928,new stair,21
928,metal frame partition,1
928,exterior envelope,11
928,new opening,13
928,new garage,4
928,addition,32
928,yard,17
928,roof deck,57
928,low roof,2
928,family residence,23
928,building envelope,8
928,masonry unit,1
928,unit perimeter,1
928,perimeter wall,5
928,floor structure,2
928,bristol street,2
928,garage door,15
928,garage space,8
928,floor insulation,3
928,electricity system,1
928,floor heating,1
928,floor opening,6
928,story area,1
928,car garage,11
928,exterior envelope,11
928,door opening,24
928,hoist opening,1
928,roof deck,57
928,berkshire corner,1
929,structural change,561
929,air sealing,782
930,remove replace same size like window,3
930,size window,10
931,replace back porches,1
931,exist porch,38
931,architectural plan,12
932,remodel exist bathroom,12
932,second floor,157
933,build new finished location basement,1
933,demolish partition wall,1
933,new finished basement,1
933,exist footprint,31
933,new bathroom,108
933,basement bathroom,20
933,basement area,19
934,6 replacement,9
934,replacement window,270
934,structural work,326
934,replacement window,270
935,7th floor,36
935,7500sf tenant improvement,1
935,7th floor,36
935,break area,11
935,reception area,15
935,break area,11
935,reception area,15
936,527 cmr,8
936,new millork,1
936,flooring tile,1
